Beds,Provider,"Federal Number"
114,"HORNELL GARDENS, L L C",335322
114,"MAPLE LAWN MEDICAL CARE FACILI",235008
114,"MISSION POINT NSG & PHYS REHAB CENTER OF GRANDVILL",235039
114,"FOREST PARK NURSING AND REHABILITATION",395270
114,"APPLE CREEK HEALTH AND REHAB, LLC",045465
114,"MILLER'S SENIOR LIVING COMMUNITY",155271
114,"GRAND VILLAGE",245368
114,"WYNWOOD REHABILITATION AND HEALTHCARE CENTER",315047
114,"DADE COUNTY NURSING HOME DISTRICT",265572
114,"COLLIERVILLE NURSING AND REHABILITATION, LLC",445495
114,"FAIRMOUNT HOMES",395805
114,"CAMBRIDGE LTC PARTNERS INC",676186
114,"MOUNTAIN VIEW CONV HOSP",056333
114,"PERRY COUNTY NURSING HOME",445503
114,"PROMENADE HEALTH AND REHABILITATION",045361
114,"TARPON BAYOU CENTER",105280
114,"FRANKLIN MEADOWS",155171
114,"EAGLE PASS NURSING AND REHABILITATION",675617
114,"CONSULATE HEALTH CARE OF WINDSOR",495347
114,"SILVER PINES NURSING AND REHABILITATION CENTER",675434
114,"SPRINGFIELD MASONIC COMMUNITY",366116
114,"O'NEILL HEALTHCARE LAKEWOOD",365267
114,"MEDILODGE OF SAULT STE MARIE",235292
114,"NHC HEALTHCARE, WEST PLAINS",265155
114,"AUTUMN HILL",045295
114,"GREENBRIER HEALTH CARE CENTER",675877
114,"THE CONCIERGE",676066
114,"SENIOR CARE HEALTH AND REHABILITATION CENTER - DAL",675417
114,"ELIOT CENTER FOR HEALTH & REHABILITATION",225516
114,"RYDAL PARK OF PHILADELPHIA PRS",395321
114,"ARDEN PLACE OF RICHLAND HILLS",675840
114,"CAMARILLO HEALTHCARE CENTER",555770
114,"AMHERST MANOR NURSING HOME",365924
114,"BETHEL POINTE HEALTH AND REHAB",155546
114,"EBENEZER RIDGES GERIATRIC CARE CENTER",245213
114,"PARK PLACE MANOR",675948
114,"BRICKYARD HEALTHCARE - BRENTWOOD CARE CENTER",155248
114,"QUALITY LIFE SERVICES - CHICORA",395118
114,"CONSOLATA HOME",195618
114,"HEATHERWOOD REHABILITATION & HEALTH CARE CENTER",415033
114,"GREEN COUNTRY CARE CENTER",375421
114,"BALLINGER HEALTHCARE AND REHABILITATION CENTER",675614
114,"EAGLE VALLEY MEADOWS",155291
114,"CHRISTIAN HEALTH CENTER",185147
114,"BETZ NURSING HOME",155694
114,"SPRINGMEADE HEALTHCENTER",365882
114,"SHORELINE HEALTH AND REHABILITATION",505262
114,"OLDE KNOX COMMONS AT THE VILLAGES OF MECKLENBURG",345541
114,"NEW HOPE MANOR",675943
114,"HERITAGE MANOR OF FRANKLINTON",195324
114,"MILLER'S MERRY MANOR",155557
114,"WOODLANDS SKILLED NURSING AND THERAPY",375494
114,"OAK RIDGE MANOR",675944
114,"HILLCREST SHADOW LAKE LLC",28E299
114,"ASCENSION LIVING ALEXIAN VILLAGE TENNESSEE",445123
114,"ASHBROOK CARE & REHABILITATION CENTER",315064
114,"AVALON PLACE KIRBYVILLE",675220
114,"LIFE CARE CTR OF COOS BAY",385157
114,"HIGHLAND PARK HEALTH CARE",375486
114,"PILLAR OF CEDAR VALLEY",165307
114,"AVERA PRINCE OF PEACE",435066
114,"WESTLAKE CONVALESCENT HOSPITAL",056242
114,"WISCONSIN RAPIDS HEALTH SERVICES",525212
114,"VIERA HEALTH AND REHABILITATION CENTER",105885
114,"COMPLETE CARE AT MERCERVILLE LLC",315094
114,"GOLDEN AGE OF WELSH, LLC",195522
114,"CORDOVA HEALTH AND REHABILITATION, LLC",015115
114,"FOREST GROVE REHABILITATION AND CARE CENTER",385155
114,"WILLIS NURSING AND REHABILITATION LP",675274
114,"ANCHOR LODGE NURSING HOME INC",365969
114,"THE CARROLTON OF PLYMOUTH",345266
114,"TIMBERIDGE NURSING AND REHABILITATION CENTER",675709
114,"NHC HEALTHCARE, SMITHVILLE",445116
114,"TOWERS NURSING HOME",675942
114,"THE VILLA AT THE PARK",235463
114,"FAIR OAKS HEALTH AND REHABILITATION",185286
114,"GRIMES YNHCC",075275
114,"MAGGIE VALLEY NURSING AND REHABILITATION",345102
114,"CONTINUING HEALTHCARE AT ADAMS LANE",365394
114,"MAPLE LEAF HEALTH CARE CENTER",305030
114,"QUALITY LIFE SERVICES - SUGAR CREEK",395410
114,"SOUTHBROOK HEALTHCARE, INC",375255
114,"MEDICALODGES NEOSHO",265266
114,"THE OASIS AT ADRIAN REHABILITATION AND NURSING CTR",235504
114,"WOODCLIFF LAKE HEALTH & REHABILITATION CENTER",315133
114,"NEWBURGH HEALTH CARE",155354
114,"SHAWNEE CARE CENTER",375246
115,"OLD DOMINION REHABILITATION AND NURSING",495204
115,"MCMURRAY HILLS MANOR",395032
115,"CROSSROADS CARE CTR WOODSTOCK",145222
115,"HENNIS CARE CENTRE OF BOLIVAR",366200
115,"MARSHALL MANOR WEST",455879
115,"QUARTZ HILL POST ACUTE",555356
115,"AHC CRESTVIEW",445442
115,"BARNEGAT REHABILITATION AND NURSING CENTER",315222
115,"BRICKYARD HEALTHCARE – CHURCHMAN CARE CENTER",155138
115,"HIGHLAND PINES REHABILITATION CENTER",105690
115,"BENBROOK NURSING & REHABILITATION CENTER",675906
115,"WESTWOOD MANOR, THE",146149
115,"PROVIDENCE LITTLE CO OF MARY TRANSITIONAL CARE CTR",056499
115,"LEGACY HEALTH AND REHABILITATION CENTER",045267
115,"SUNSET REHABILITATION & HLTH C",146016
115,"COMMUNITY NURSING AND REHABILITATION CENTER",155029
115,"THE TERRACE AT CRYSTAL LLC",245289
115,"GREENDALE FOREST NURSING AND REHABILITATION CENTER",345366
115,"GARDENS FOR MEMORY CARE AT EASTON, THE",395708
115,"RED BUD REGIONAL CARE",145309
115,"BAILEY CREEK HEALTH AND REHAB",045241
115,"PARK ANAHEIM HEALTHCARE CENTER",555035
115,"HEATHER KNOLL RETIREMENT VILLAGE",365739
115,"SUMMER MEADOWS",455678
115,"THE PALMS NURSING AND REHAB AT ORLANDO",105546
115,"BEEGHLY OAKS CENTER FOR REHABILITATION & HEALING",366195
115,"COUNTRY VIEW NURSING AND REHABILITATION",675105
115,"ARROWHEAD HEALTH AND REHAB",115539
115,"PARKMOOR VILLAGE HEALTHCARE CENTER",065252
115,"TRINITY OAKS",345153
115,"WOODHAVEN NURS & ALZHEIMER'S C",345054
115,"THE GREEN HOUSE COTTAGES OF HOMEWOOD",045358
115,"BRADFORD MANOR",395700
115,"SEYMOUR CROSSING",155377
115,"GROVE AT HARMONY, THE",395758
115,"CEDARWOOD PLAZA",365033
115,"WALDORF  CENTER",215273
115,"PLEASANT VIEW COMMUNITIES",395786
115,"OAKDALE NURSING AND REHABILITATION CENTER",056155
115,"SALEM PLACE NURSING AND REHABILITATION CENTER, INC",045183
115,"SUNCREST HEALTHCARE CENTER",035205
115,"BRIARCLIFF HEALTH CENTER",675142
115,"ROLLING MEADOWS HEALTH CARE CENTER",155551
115,"PEARL OF NAPERVILLE, THE",145045
115,"HARMONY HOUSE NURSING & REHAB CTR, INC",195404
115,"LIVINGSTON HEALTH & REHABILITATION CENTER",275047
115,"AHC UNION CITY",445381
115,"ARCADIA CARE BLOOMINGTON",145371
115,"PARK RIDGE CARE CENTER",505009
115,"CANTERBURY PLACE",395146
115,"SAINT ALBANS HEALTHCARE AND REHABILITATION CENTER",475021
115,"ALVARADO LTC PARTNERS INC",455601
115,"RAINBOW REHAB AND HEALTHCARE",445283
115,"REMARKABLE HEALTHCARE OF SEGUIN",676274
115,"OAKWOOD ESTATES NURSING & REHAB",265719
115,"MARYFIELD NURSING HOME",345093
115,"HARRIS HEALTH AND REHAB",045440
115,"THE TERRACE",146159
115,"NHC HEALTHCARE, MCMINNVILLE",445076
115,"OTTAWA CO RIVERVIEW NURSING HO",365498
115,"OCEAN SPRINGS HEALTH & REHABILITATION CENTER",255142
115,"STANDING STONE CARE AND REHAB",445363
115,"CARBONDALE NURSING AND REHABILITATION CENTER",395260
115,"BELVIDERE HEALTHCARE CENTER",225489
115,"DESERT HAVEN CARE CENTER",035062
115,"ARMSTRONG REHABILITATION AND NURSING CENTER",395471
115,"UVALDE HEALTHCARE AND REHABILITATION CENTER",675532
115,"LEISURE COURT NURSING CENTER",555520
115,"OCEANA CO MD CARE FACILITY",235002
115,"GROVE AT NEW WILMINGTON, THE",395197
115,"FREMONT HEALTHCARE CENTER",056422
115,"HILLSIDE MANOR",525447
115,"HAMILTON POINTE HEALTH AND REHAB",155803
115,"MASON HEALTH CARE CENTER",155003
115,"ROLLING HILLS MANOR",145443
115,"PROMEDICA SKILLED NURSING & REHAB KETTERING",365616
115,"NORTHSIDE HEALTH CARE",015223
115,"THE PINES HEALTHCARE & REHAB CTRS MACHIAS CAMPUS",335578
115,"MOUNTAIN VIEW NURSING AND REHABILITATION CENTER",185243
115,"AUSTINBURG NSG AND  REHAB CTR",366088
115,"WALNUT CREEK HEALTHCARE AND REHABILITATION CENTER",395200
115,"ROLLING HILLS HEALTHCARE CENTER",155488
115,"PROMEDICA SKILLED NURSING AND REHAB BEAVERCREEK",365374
115,"URBANDALE HEALTH CARE CENTER",165580
116,"OAKWOOD VILLAGE",365917
116,"NORMANDY NURSING CENTER",265578
116,"ROSEMONT HEALTH & REHAB CENTER, LLC",495270
116,"TWIN FALLS TRANSITIONAL CARE OF CASCADIA",135104
116,"PALM GARDEN OF ORLANDO",105577
116,"OCEANA REHABILITATION AND NC",315193
116,"PASADENA CARE CENTER",675365
116,"WEST JANISCH HEALTH CARE CENTER",675543
116,"SANTA FE HEALTH & REHABILITATION CENTER",455957
116,"LOFT REHAB & NURSING OF NORMAL",145031
116,"MANOR OAKS NURSING & REHABILITATION CENTER",105205
116,"HAYS NURSING AND REHABILITATION CENTER",455960
116,"RIDGECREST HEALTHCARE AND REHABILITATION CENTER",676275
116,"JUNIPER VILLAGE AT BROOKLINE-REHABILITATION AND SK",395756
116,"RIVER VALLEY HEALTH & REHABILITATION CENTER",455970
116,"MARIAN MANOR OF TAUNTON",225477
116,"ST JUDE'S NURSING HOME",195517
116,"REELFOOT MANOR HEALTH AND REHAB",445285
116,"COLUMBIA LUTHERAN HOME",505470
116,"HUNTERS CREEK NURSING AND REHAB CENTER",105987
116,"BAY AT COLONIAL MANOR HEALTH AND REHAB (THE)",525405
116,"THE OAKS AT RADFORD HILLS HEALTHCARE CENTER",675330
116,"MOUNTAIN VIEW MANOR",035114
116,"EVERGREEN LIVING CENTER AT STAGECOACH",045457
116,"THE EMERALDS AT ST PAUL LLC",245295
116,"FALKVILLE HEALTH CARE CENTER",015136
116,"FOCUSED CARE AT SHERMAN",675089
116,"PARK VIEW POST ACUTE",056411
116,"LEBANON SOUTH NURSING & REHAB",265428
116,"RICHFIELD HEALTH CENTER-ROANOKE",495427
116,"SABINE RETIREMENT AND REHAB CENTER",195555
116,"MADISONVILLE CARE CENTER",675821
116,"AVANTE AT MT DORA, INC",105333
116,"RIVER CITY REHAB CENTER",106142
116,"AVANTE AT LEESBURG, INC",105304
116,"REGENCY AT SHELBY TOWNSHIP",235710
116,"LIVING CENTER AT WEST ALTAMONTE",105843
116,"CEDAR RIDGE HEALTH & REHAB CTR",145571
116,"TRI STATE HEALTH AND REHABILITATION CENTER",445263
116,"EMERALD CARE CENTER MIDWEST",375098
116,"MEDINA VALLEY HEALTH & REHABILITATION CENTER",675974
116,"OAK MANOR OF COMMERCE NURSING AND REHABILITATION",675788
116,"ARBOR TRAIL REHAB AND SKILLED NURSING CENTER",105703
116,"MONTICELLO HEALTHCARE",155152
116,"SOUTHERN TRACE REHABILITATION AND CARE CENTER",045305
116,"MS CARE CENTER OF GREENVILLE",255252
116,"STONEBRIDGE HEALTH REHAB",675649
116,"FAIRACRES MANOR, INC.",065211
116,"TEMECULA HEALTHCARE CENTER",555923
116,"GOLDEN REHABILITATION AND NURSING CENTER",315058
116,"FORREST MANOR NURSING CENTER",375501
116,"HERITAGE CONVALESCENT CENTER",455480
116,"BENTWOOD NURSING & REHAB",265757
116,"SOUTHEAST NURSING & REHABILITATION CENTER",675883
116,"MAGNOLIA PLACE",675241
116,"BETHANY ON 42ND",355123
116,"SHARON HEALTH CARE PINES",14E322
116,"SIERRA VISTA",05A027
116,"ACCORDIUS HEALTH AT CHARLOTTE",345243
116,"WILLIAMSPORT SOUTH REHABILITATION AND NURSING CENT",395396
116,"FREEDOM SQUARE HEALTH CARE CENTER",106042
116,"SUNNY VISTA LIVING CENTER",065254
116,"FULTON GARDENS POST ACUTE, LLC",055833
116,"MARINA POINTE HEALTHCARE & SUBACUTE",555340
116,"INSPIRE BEHAVIORAL HEALTH",05A277
116,"VANDALIA REHAB & HEALTH CARE C",145903
116,"CLA-CLIF NURSING AND REHAB CENTER, INC",045430
116,"NEW VISTA POST- ACUTE CARE CENTER",055473
116,"ROLLA HEALTH & REHABILITATION SUITES",265844
116,"TWIN FOUNTAINS HOME",115709
116,"RAYDIANT HEALTH CARE OF JACKSONVILLE",105917
116,"GARDEN TERRACE HEALTHCARE CENTER",455555
116,"WI VETERANS HM MACARTHUR HALL",525717
116,"LUTHERAN COMMUNITY HOME",155715
116,"WHISPERING PINES LODGE",675386
116,"MS CARE CENTER OF RALEIGH",255342
116,"GRENADA REHABILITATION AND HEALTHCARE CENTER",255156
116,"CHATEAU ST. JAMES REHAB AND RETIREMENT",195304
116,"BRIDGEVIEW ESTATES",135113
116,"NEWAYGO CO MEDICAL CARE FACILI",235076
116,"MEDICANA NURSING AND REHAB CENTER",105259
116,"COMER HEALTH AND REHABILITATION",115289
116,"CADIA HEALTHCARE - WHEATON",215025
116,"TRINITY TRACE COMMUNITY CARE CENTER",195302
116,"GREGORY RIDGE HEALTH CARE CENTER",265721
116,PRUITTHEALTH-TRENT,345371
116,"COTTAGES AT ROCKMART, THE",115381
116,"OHIO LIVING DOROTHY LOVE",365506
116,"TWIN OAKS HEALTH AND REHABILITATION CENTER",675183
116,"ACCEL AT COLLEGE STATION",676437
116,"TOWN HALL ESTATES ARLINGTON INC",676080
117,"BUENA VIDA NURSING AND REHAB ODESSA",675145
117,"EASTERN SHORE REHABILITATION AND HEALTH CENTER",015049
117,"BAYSHORE POINTE NURSING AND REHAB CENTER",105650
117,"PROMEDICA SKILLED NSG & REHAB BRIARWOOD",235184
117,"WAGONER HEALTH & REHAB",375369
117,"COMPASS HEALTHCARE AND REHAB HAWFIELDS, INC",345363
117,"BROOKE KNOLL VILLAGE",155814
117,"THE BLOSSOMS AT FORT SMITH REHAB & NURSING CENTER",045345
117,"PROMEDICA SKILLED NURSING AND REHABILITATION (LELY",105499
117,"OCEANSIDE SKILLED NURSING AND REHABILITATION",305055
117,"PROMEDICA SKILLED NSG & REHAB ADRIAN",235287
117,"PALM GARDEN OF CLEARWATER",105581
117,"MASONIC HOME OF SHELBYVILLE",185378
117,"EARLY MEMORIAL NURSING FACILITY",115271
117,"SUMMIT VIEW OF ROCKY TOP",445259
117,"FARMERVILLE NURSING AND REHABILITATION CENTER, LLC",195439
117,"MOUNTAIN VIEW HEALTH CARE",115688
117,"TRINITY GLEN",345088
117,"LEGACY NURSING AND REHABILITATION",455351
117,"BERMUDA COMMONS NURSING AND REHABILITATION CENTER",345543
117,"KINGS DAUGHTERS COMMUNITY HEALTH & REHAB",495344
117,"LIFE CARE CENTER OF THE SOUTH SHORE",225282
117,"STONEBROOKE REHABILITATION CENTER",155160
117,"OUR LADYS HAVEN OF FAIRHAVEN INC",225485
117,"COUNTRY VILLA BELMONT HEIGHTS",055077
117,"WESTBOROUGH HEALTHCARE",225242
117,"PRUITTHEALTH - LANIER",115600
117,"BRIDGEPOINT SUB-ACUTE AND REHAB CAPITOL HILL",095027
117,"RIDERWOOD VILLAGE",215343
117,"ARLINGTON REHABILITATION & HEALTHCARE CENTER",015153
117,"HERITAGE INN OF BARNESVILLE HEALTH AND REHAB",115447
117,"SARAH A TODD MEMORIAL HOME",395677
117,"WINDSOR HOUSE",015397
117,"THE COLONY HEALTHCARE CENTER",365633
117,"RAINIER REHABILITATION",505304
117,"MONTANA MENTAL HEALTH NURSING HOME",27A052
117,"ELEVATE CARE IRVING PARK",145415
117,"PROMEDICA SKILLED NURSING AND REHAB (MARIETTA)",115283
117,"WAYNE WOODLANDS MANOR",395936
117,"LUBBOCK HOSPITALITY NURSING AND REHABILITATION CEN",455940
117,"PROVIDENCE MARIANWOOD",505418
117,"BRIAN CENTER HEALTH & RETIREMENT/LINCOLNTON",345250
117,"CERENITY CARE CENTER ON HUMBOLDT",245255
117,"PRUITTHEALTH - SYLVESTER",115629
117,"GOOD SHEPHERD CARE CENTER",265528
117,"FRANKLIN WOODS CENTER",215261
117,"BROWN COUNTY HEALTH AND LIVING COMMUNITY",155487
117,"ROCKY MOUNT REHABILITATION CENTER",345260
117,"AUTUMN CARE OF CHESAPEAKE",495256
117,"UNIVERSITY CENTER FOR NURSING AND HEALING",105366
117,"WASHINGTON ODD FELLOWS HOME",505421
117,"BOONTON CARE CENTER",315492
117,"THE PINES AT UTICA CENTER FOR NURSING AND REHAB",335374
117,"ALTERCARE OF NAVARRE CTR FOR REHAB & NRSG CARE",365482
117,"HARBOR HEALTH & REHAB",155653
117,"COEUR D'ALENE HEALTH & REHABILITATION OF CASCADIA",135052
117,"AVAMERE AT THREE FOUNTAINS",385126
117,"MANOR COURT OF FREEPORT",146102
117,"HIGHLAND SQUARE NURSING AND REHABILITATION",365316
117,"NHC HEALTHCARE, MILAN",445069
117,"BRICKYARD HEALTHCARE – MUNCIE CARE CENTER",155687
117,"LEISURE VILLAGE HEALTH CARE CENTER",375230
117,"THE SEASONS AT ALEXANDRIA",185484
117,"GOOD SAMARITAN SOCIETY - MANZANO DEL SOL",325074
117,"FOREST HILLS HEALTHCARE CENTER.",366389
117,"ASHLAND HEALTH SERVICES",525386
117,"CHERRY HILL REHABILITATION & HEALTHCARE CENTER",015445
117,"CASA ARENA BLANCA NURSING CENTER",325043
117,"GORDON HEALTH AND REHABILITATION",115584
117,"CHOICE HEALTHCARE AT HARRISONBURG",495146
117,"HART CARE CENTER",115449
118,"CARLTON SHORES HEALTH AND REHABILITATION CENTER",105580
118,"WILLOW REHAB & NURSING",676007
118,"GRANDE PRAIRIE HLTH  AND REHAB CTR",525659
118,"EMERALD CARE CENTER TULSA",375094
118,"LIFE CARE CENTER OF BANNER ELK",345203
118,"ARLINGTON RESIDENCE AND REHABILITATION CENTER",455872
118,"WICHITA CENTER FOR REHABILITATION & HEALTHCARE",175168
118,"PREMIER CADBURY OF CHERRY HILL",315183
118,"CARE ONE AT PARSIPPANY",315468
118,"FREEBURG CARE CENTER",145515
118,"LEWIS COUNTY NURSING HOME DISTRICT",265360
118,"BRANDON WOODS OF DARTMOUTH",225233
118,"BRUSH COUNTRY NURSING AND REHABILITATION",675118
118,"EDISON MANOR NURSING & REHABILITATION CENTER",395536
118,"STONEBRIDGE HERMANN",265651
118,"BERKLEY MANOR CARE CENTER",065223
118,"SUPERIOR REHABILITATION CENTER LLC",525397
118,"LIFE CARE CENTER OF NEW MARKET",495139
118,"MAGNOLIA PLACE HEALTH CARE LLP",676011
118,"NORTH AUBURN REHAB & HEALTH CENTER",505195
118,"CENTRAL TEXAS NURSING & REHABILITATION",675326
118,"KNOLLS WEST POST ACUTE LLC",555251
118,"MARIAN MANOR CORPORATION",395765
118,"TOWNVIEW HEALTH AND REHABILITATION CENTER",395823
118,"THE GREEN HOUSE COTTAGES OF POPLAR GROVE",045466
118,"OZARK HEALTH NURSING AND REHAB  CENTER",045414
118,"BANDERA NURSING & REHABILITATION",676233
118,"UMPQUA VALLEY NURSING & REHABILITATION CENTER",385143
118,"CLAREMORE SKILLED NURSING AND THERAPY",375375
118,"CAMBRIDGE HEALTH AND REHABILITATION CENTER",675901
118,"HELIA HEALTHCARE OF OLNEY",145388
118,"CREST POINTE REHABILITATION AND HEALTHCARE CENTER",315135
118,"GETTYSBURG CENTER",395733
118,"EMERALD HILLS REHABILITATION AND HEALTHCARE CENTER",676127
118,"WILLOWBEND HEALTHCARE AND REHABILITATION",045412
118,"PARKVIEW NURSING AND REHABILITATION CENTER",675462
118,"WILKINS HEALTH & REHABILITATION COMMUNITY",375424
118,"CROSSROADS REHABILITATION & NURSING",366035
118,"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",015464
118,"VILLAGE SQUARE HEALTHCARE CENTER",555754
118,"UNIVERSITY NSG & REHAB CENTER",145985
118,"ST FRANCOIS MANOR",265674
118,"SOUTHWESTERN NURSING AND REHABILITATION CENTER",395742
118,"GRACY WOODS NURSING CENTER",675918
118,"LIBERTY HEALTH CARE CENTER",675540
118,"RIVER POINTE OF TRINITY HEALTHCARE AND REHABILITAT",675900
118,"ACCORDIUS HEALTH AT GASTONIA",345162
118,"CROWNE HEALTH CARE OF GREENVILLE",015193
118,"WOODMONT CENTER",495246
118,"O'NEILL HEALTHCARE FAIRVIEW PARK",366428
118,"BROOKRIDGE COVE REHABILITATION AND CARE  CENTER",045147
118,"PACIFIC CARE CENTER",265337
118,"WATERFRONT TERRACE",145939
118,"PISGAH MANOR HEALTH CARE CENTER",345393
118,"REGENCY MANOR HEALTHCARE CENTER",675587
118,"LAKEWEST REHABILITATION AND SKILLED CARE",676276
118,"NAZARETH HOME",185138
118,"HEALTH CENTRAL PARK",105479
118,"GLEN ROSE NURSING AND REHAB CENTER",675572
118,"CLAPPS NURSING CENTER INC",345024
118,"HERITAGE AT BRANDON PLACE HEALTH & REHABILITATION",375119
118,"WHITE SANDS HEALTHCARE",325040
118,"RETAMA MANOR NURSING CENTER/SAN ANTONIO NORTH",455817
118,"VICTORIA GARDENS OF FRISCO",675811
118,"BIRCH MANOR CENTER FOR REHABILITATION & HEALTHCARE",215136
118,"CASA MARIA HEALTHCARE CENTER AND PECOS VALLEY REHA",325086
118,"ELK CITY NURSING AND REHABILITATION CENTER",375479
118,"AVANTE AT ORLANDO INC",106027
118,"ST JOSEPH MANOR HEALTH CARE INC",225414
118,"MANSFIELD MEDICAL LODGE",676143
118,"BAPTIST HOMES OF INDEPENDENCE",265456
118,"HAVASU NURSING CENTER",035100
118,"COMPLETE CARE AT MULTI MEDICAL CENTER LLC",215096
118,"REHABILITATION CENTER AT PARK PLACE",105628
118,"PRODIGY TRANSITIONAL REHAB",345510
118,"GREEN HILL REHAB AND CARE, LLC",185257
118,"HERITAGE PARK OF KATY NURSING AND REHABILITATION",676221
118,"TWINBROOK HEALTHCARE AND REHABILITATION CENTER",395041
118,"BAY AT EASTVIEW HEALTH AND REHABILITATION (THE)",525410
118,"GLADSTONE SUB-ACUTE AND REHAB CENTER",056118
118,"AHC LEXINGTON",445431
118,"CARTERSVILLE CENTER FOR NURSING AND HEALING",115571
118,"SUN CITY HEALTH AND REHABILITATION CENTER",035225
118,"GOOD SHEPHERD HEALTH AND REHABILITATION",185222
118,"CROWN REHAB AND HEALTHCARE CENTER",265647
118,"PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG)",495077
118,"SHIRLEY CHAPMAN SHOLOM HOME EAST",245411
118,"BONTERRA TRANSITIONAL CARE & REHABILITATION",115555
118,"DRESHER HILL HEALTH & REHABILITATION CENTER",395509
118,"JEFFERSON HEALTH CARE",265377
118,"HERITAGE VILLAGE NURSING HOME",375199
118,"GARLAND ROAD NURSING & REHAB CENTER",375527
118,"OAKS OF WEST KETTERING THE",365321
118,"MEMORIAL HEIGHTS NURSING CENTER",375123
118,"BEACON RIDGE, A CHOICE COMM",395702
118,"HAVEN OF TUCSON",035165
118,"CASA REAL",325038
118,"NOTTING HILL OF WEST BLOOMFIELD",235663
118,"PREMIER AT PERRY VILLAGE FOR NURSING AND REHAB, LL",395426
118,"HOPKINS HEALTH SERVICES",245293
118,"J F HAWKINS NURSING HOME",425035
119,"DIVERSICARE OF EUPORA",255117
119,"HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO",675096
119,"NASHVILLE CENTER FOR REHABILITATION AND HEALING LL",445512
119,"APERION CARE DEKALB",145261
119,"INTEGRITY HC OF COLUMBIA",145717
119,"MONROE MANOR",265590
119,"VERO HEALTH & REHAB OF REVERE",225432
119,"DIVERSICARE OF HAYSVILLE",175133
119,"ABINGTON MANOR",395701
119,"THE PALACE HEALTH CARE AND REHABILITATION CENTER",445329
119,"LIFE CARE CENTER OF PLAINWELL",235471
119,"OAK WOODS HOME FOR THE ELDERLY",195598
119,"VERNON HEALTH & REHABILITATION",155810
119,"PRUITTHEALTH - MARIETTA",115276
119,"VERMILLION CONVALESCENT CENTER",155124
119,"MORAVIAN MANOR",395325
119,"VISTA KNOLL SPECIALIZED CARE FACILITY",555425
119,"LEGACY POST-ACUTE REHABILITATION",055708
119,"NORTH COUNTY CENTER FOR NURSING AND REHABILITATION",375504
119,"AVALON CARE CENTER AT NORTHPOINTE",505496
119,"MADISON MEDICAL CENTER",265561
119,"CLOVERNOOK HEALTH CARE AND REHABILITATION CENTER",365551
119,"HOMEVIEW CENTER OF FRANKLIN",155651
119,"TEMPLE VIEW TRANSITIONAL CARE CENTER",135105
119,"STOCKTON NURSING CENTER",055201
119,"TOWNE MANOR WEST",395346
119,"ODELIA HEALTHCARE",325060
119,"CHOICE HEALTHCARE AT ABINGDON",495338
119,"MATULAITIS NURSING HOME",075411
119,"FOUNTAIN VIEW OF MONROE",235225
119,"HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF",055462
119,"HEARTLAND REHABILITATION AND CARE CENTER",045199
119,"SPRINGS AT LAKE POINTE WOODS",105567
119,"THE SPRINGS BROADWAY",045195
119,"CATON PARK REHAB AND NURSING CENTER, L L C",335245
119,"WATERS OF COVINGTON, THE",155223
119,"COMMUNITY CARE CENTER",055873
119,"PRINCETON CARE CENTER",315108
119,"CEDAR RIDGE CENTER",515087
119,"KATHERINE'S PLACE AT WEDINGTON",045434
119,"NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE",225342
119,"ALLEN HEALTH AND REHABILITATION",015098
119,"BLUEBONNET POINT WELLNESS",676494
119,"MADISON POINTE CARE CENTER",105166
119,"WALNUT RIDGE NURSING AND REHABILITATION CENTER",045151
119,"FOUNTAIN VIEW MANOR, INC",375462
119,"GLENWOOD SKILLED NURSING AND THERAPY",375148
119,"BROOKMONT HEALTHCARE CENTER LLC",395462
119,"KIRKSVILLE MANOR CARE CENTER",265247
119,"DECATUR HEALTH & REHAB CENTER",015206
119,"MYSTIC PARK NURSING & REHABILITATION CENTER",676012
119,"TYGART CENTER AT FAIRMONT CAMPUS",515053
119,"EDGEWOOD HEALTH & REHABILITATION",255103
119,"SEDONA TRACE HEALTH AND WELLNESS CENTER",676459
119,"VOORHEES PEDIATRIC FACILITY",315289
119,"LIFE CARE CENTER OF WESTLAKE",365048
119,"DESTIN HEALTHCARE AND REHABILITATION CENTER",105862
119,"SUNRISE NURSING & REHAB CENTER",455713
119,"AVAMERE RIVERPARK OF EUGENE",385185
119,"WHITE HALL NURSING & REHAB CENTER",145519
119,"EBENEZER CARE CENTER",245587
119,"STARKVILLE MANOR HEALTH CARE AND REHABILITATION CE",255172
119,"HARBORVIEW HEALTH SYSTEMS THOMASTON",115329
119,"WINSLOW CAMPUS OF CARE",035254
119,"CLARENCE TC CHING VILLAS AT ST FRANCIS",125064
119,"MORRISTOWN MANOR",155691
119,"CREEKSIDE VILLAGE HEALTHCARE LTC PARTNERS, INC",676304
119,"BARTLESVILLE HEALTH AND REHABILITATION COMMUNITY",375110
119,"STONEHENGE OF AMERICAN FORK",465178
119,"ST ANNE'S RETIREMENT COMMUNITY",395806
119,"TRINIDAD INN NURSING HOME",065396
119,"SAVOY CARE CENTER",195619
119,"HIGHLAND HOUSE NURSING & REHABILITATION CENTER",385149
